video_stem,n_frames,duplications_needed,case
843,7,2,2_duplications
844,8,1,1_duplication
847,7,2,2_duplications
848,6,3,3_duplications
850,8,1,1_duplication
852,7,2,2_duplications
854,8,1,1_duplication
855,9,0,0_duplications (super-image complète)
856,8,1,1_duplication
857,7,2,2_duplications
858,8,1,1_duplication
859,6,3,3_duplications
860,5,4,4_duplications
861,7,2,2_duplications
863,4,5,5_duplications
864,8,1,1_duplication
866,7,2,2_duplications
868,8,1,1_duplication
869,7,2,2_duplications
870,9,0,0_duplications (super-image complète)
871,3,6,6_duplications
872,8,1,1_duplication
873,9,0,0_duplications (super-image complète)
874,6,3,3_duplications
876,7,2,2_duplications
877,2,7,7_duplications
878,7,2,2_duplications
879,8,1,1_duplication
880,9,0,0_duplications (super-image complète)
882,7,2,2_duplications
883,6,3,3_duplications
886,9,0,0_duplications (super-image complète)
887,9,0,0_duplications (super-image complète)
888,8,1,1_duplication
889,9,0,0_duplications (super-image complète)
890,2,7,7_duplications
891,9,0,0_duplications (super-image complète)
893,9,0,0_duplications (super-image complète)
894,9,0,0_duplications (super-image complète)
895,9,0,0_duplications (super-image complète)
896,9,0,0_duplications (super-image complète)
897,7,2,2_duplications
898,9,0,0_duplications (super-image complète)
900,9,0,0_duplications (super-image complète)
901,8,1,1_duplication
902,9,0,0_duplications (super-image complète)
903,7,2,2_duplications
904,8,1,1_duplication
906,4,5,5_duplications
907,9,0,0_duplications (super-image complète)
909,5,4,4_duplications
910,7,2,2_duplications
911,4,5,5_duplications
912,7,2,2_duplications
914,5,4,4_duplications
915,5,4,4_duplications
916,7,2,2_duplications
918,9,0,0_duplications (super-image complète)
920,4,5,5_duplications
921,7,2,2_duplications
922,5,4,4_duplications
925,4,5,5_duplications
926,5,4,4_duplications
927,5,4,4_duplications
929,7,2,2_duplications
930,6,3,3_duplications
931,7,2,2_duplications
933,9,0,0_duplications (super-image complète)
934,2,7,7_duplications
935,7,2,2_duplications
936,6,3,3_duplications
937,8,1,1_duplication
938,6,3,3_duplications
939,7,2,2_duplications
940,8,1,1_duplication
942,7,2,2_duplications
943,6,3,3_duplications
944,5,4,4_duplications
946,6,3,3_duplications
947,6,3,3_duplications
948,8,1,1_duplication
949,8,1,1_duplication
950,6,3,3_duplications
951,9,0,0_duplications (super-image complète)
952,9,0,0_duplications (super-image complète)
954,8,1,1_duplication
955,7,2,2_duplications
957,9,0,0_duplications (super-image complète)
958,9,0,0_duplications (super-image complète)
959,8,1,1_duplication
960,7,2,2_duplications
961,9,0,0_duplications (super-image complète)
962,8,1,1_duplication
963,6,3,3_duplications
964,8,1,1_duplication
965,8,1,1_duplication
967,4,5,5_duplications
968,9,0,0_duplications (super-image complète)
969,8,1,1_duplication
970,8,1,1_duplication
971,8,1,1_duplication
972,9,0,0_duplications (super-image complète)
973,8,1,1_duplication
974,8,1,1_duplication
975,6,3,3_duplications
976,7,2,2_duplications
977,2,7,7_duplications
978,8,1,1_duplication
980,8,1,1_duplication
981,8,1,1_duplication
982,8,1,1_duplication
983,9,0,0_duplications (super-image complète)
984,9,0,0_duplications (super-image complète)
985,7,2,2_duplications
986,8,1,1_duplication
987,5,4,4_duplications
988,8,1,1_duplication
990,8,1,1_duplication
993,9,0,0_duplications (super-image complète)
994,6,3,3_duplications
996,8,1,1_duplication
997,9,0,0_duplications (super-image complète)
998,7,2,2_duplications
999,9,0,0_duplications (super-image complète)
d10003,2,7,7_duplications
d10005,6,3,3_duplications
d10014,6,3,3_duplications
d10019,7,2,2_duplications
d10025,8,1,1_duplication
d10034,9,0,0_duplications (super-image complète)
d10036,7,2,2_duplications
d10037,6,3,3_duplications
d10042,9,0,0_duplications (super-image complète)
d10045,9,0,0_duplications (super-image complète)
d10057,9,0,0_duplications (super-image complète)
d10065,8,1,1_duplication
d10072,8,1,1_duplication
d10073,8,1,1_duplication
d10078,9,0,0_duplications (super-image complète)
d10081,7,2,2_duplications
d10095,8,1,1_duplication
d10098,8,1,1_duplication
d10105,9,0,0_duplications (super-image complète)
d10109,8,1,1_duplication
d10116,7,2,2_duplications
d10123,9,0,0_duplications (super-image complète)
d10139,8,1,1_duplication
d10140,9,0,0_duplications (super-image complète)
d10141,9,0,0_duplications (super-image complète)
d10142,9,0,0_duplications (super-image complète)
d10143,9,0,0_duplications (super-image complète)
d10144,8,1,1_duplication
d10145,7,2,2_duplications
d10153,9,0,0_duplications (super-image complète)
d10169,8,1,1_duplication
d10176,5,4,4_duplications
d10181,5,4,4_duplications
d10231,7,2,2_duplications
d10243,7,2,2_duplications
d10246,7,2,2_duplications
d10259,8,1,1_duplication
d10271,9,0,0_duplications (super-image complète)
d10272,9,0,0_duplications (super-image complète)
d10280,9,0,0_duplications (super-image complète)
d10281,9,0,0_duplications (super-image complète)
d10290,9,0,0_duplications (super-image complète)
d10291,7,2,2_duplications
d10294,6,3,3_duplications
d10304,9,0,0_duplications (super-image complète)
d10311,9,0,0_duplications (super-image complète)
d10324,7,2,2_duplications
d10343,7,2,2_duplications
d10366,7,2,2_duplications
d10372,9,0,0_duplications (super-image complète)
d10389,9,0,0_duplications (super-image complète)
d10405,9,0,0_duplications (super-image complète)
d10415,5,4,4_duplications
d10416,8,1,1_duplication
d10430,8,1,1_duplication
d10437,7,2,2_duplications
d10441,9,0,0_duplications (super-image complète)
d10444,7,2,2_duplications
d10447,7,2,2_duplications
d10460,4,5,5_duplications
d10462,9,0,0_duplications (super-image complète)
d10463,6,3,3_duplications
d10482,7,2,2_duplications
d10485,8,1,1_duplication
d10490,6,3,3_duplications
d10506,7,2,2_duplications
d10526,7,2,2_duplications
d10527,5,4,4_duplications
d10539,7,2,2_duplications
d10544,9,0,0_duplications (super-image complète)
d10546,7,2,2_duplications
d10551,5,4,4_duplications
d10552,9,0,0_duplications (super-image complète)
d10555,9,0,0_duplications (super-image complète)
d10558,6,3,3_duplications
d10559,5,4,4_duplications
d10570,9,0,0_duplications (super-image complète)
d10571,6,3,3_duplications
d10598,9,0,0_duplications (super-image complète)
d10605,7,2,2_duplications
d10606,9,0,0_duplications (super-image complète)
d10610,5,4,4_duplications
d10614,8,1,1_duplication
d10619,5,4,4_duplications
d10620,6,3,3_duplications
d10621,9,0,0_duplications (super-image complète)
d10641,9,0,0_duplications (super-image complète)
d10644,9,0,0_duplications (super-image complète)
d10646,5,4,4_duplications
d10656,9,0,0_duplications (super-image complète)
d10657,8,1,1_duplication
d10666,7,2,2_duplications
d10676,9,0,0_duplications (super-image complète)
d10678,9,0,0_duplications (super-image complète)
d10680,8,1,1_duplication
d10681,9,0,0_duplications (super-image complète)
d10682,9,0,0_duplications (super-image complète)
d10692,5,4,4_duplications
d10695,7,2,2_duplications
d10903,9,0,0_duplications (super-image complète)
d10963,9,0,0_duplications (super-image complète)
d10974,4,5,5_duplications
d10977,8,1,1_duplication
d10980,8,1,1_duplication
d10981,8,1,1_duplication
d11003,8,1,1_duplication
d11057,9,0,0_duplications (super-image complète)
d11082,9,0,0_duplications (super-image complète)
d11107,6,3,3_duplications
d11108,8,1,1_duplication
d11118,8,1,1_duplication
d11123,7,2,2_duplications
d11131,6,3,3_duplications
d11132,4,5,5_duplications
d11135,6,3,3_duplications
d11141,4,5,5_duplications
d11145,9,0,0_duplications (super-image complète)
d11149,3,6,6_duplications
d11151,4,5,5_duplications
d11160,2,7,7_duplications
d11162,9,0,0_duplications (super-image complète)
d11168,9,0,0_duplications (super-image complète)
d11175,3,6,6_duplications
d11184,9,0,0_duplications (super-image complète)
d11190,5,4,4_duplications
d11206,7,2,2_duplications
d11210,5,4,4_duplications
d11211,4,5,5_duplications
d11220,1,8,8_duplications (9x la même photo)
d11221,8,1,1_duplication
d11226,8,1,1_duplication
d11228,9,0,0_duplications (super-image complète)
d11235,7,2,2_duplications
d11246,3,6,6_duplications
d11250,8,1,1_duplication
d11251,5,4,4_duplications
d11252,5,4,4_duplications
d11253,9,0,0_duplications (super-image complète)
d11256,7,2,2_duplications
d11257,9,0,0_duplications (super-image complète)
d11259,9,0,0_duplications (super-image complète)
d11260,9,0,0_duplications (super-image complète)
d11266,5,4,4_duplications
d11269,9,0,0_duplications (super-image complète)
d11276,5,4,4_duplications
d11284,8,1,1_duplication
d11293,6,3,3_duplications
d11299,9,0,0_duplications (super-image complète)
d11303,7,2,2_duplications
d11310,7,2,2_duplications
d11311,8,1,1_duplication
d11313,8,1,1_duplication
d11316,9,0,0_duplications (super-image complète)
d11328,9,0,0_duplications (super-image complète)
d11332,7,2,2_duplications
d11333,4,5,5_duplications
d11334,9,0,0_duplications (super-image complète)
d11335,9,0,0_duplications (super-image complète)
d11337,8,1,1_duplication
d11342,5,4,4_duplications
d11344,5,4,4_duplications
d11352,7,2,2_duplications
d11395,9,0,0_duplications (super-image complète)
d11411,8,1,1_duplication
d11453,8,1,1_duplication
d11487,9,0,0_duplications (super-image complète)
d11523,8,1,1_duplication
d11546,7,2,2_duplications
d11577,9,0,0_duplications (super-image complète)
d11674,9,0,0_duplications (super-image complète)
d11677,5,4,4_duplications
d11682,2,7,7_duplications
d11687,9,0,0_duplications (super-image complète)
d11689,3,6,6_duplications
d11690,6,3,3_duplications
d11697,7,2,2_duplications
d11698,3,6,6_duplications
d11701,7,2,2_duplications
d11704,9,0,0_duplications (super-image complète)
d11715,9,0,0_duplications (super-image complète)
d11720,7,2,2_duplications
d11721,8,1,1_duplication
d11733,4,5,5_duplications
d11734,7,2,2_duplications
d11751,7,2,2_duplications
d11752,8,1,1_duplication
d11755,8,1,1_duplication
d11762,3,6,6_duplications
d11765,2,7,7_duplications
d11767,6,3,3_duplications
d11774,6,3,3_duplications
d11775,8,1,1_duplication
d11780,8,1,1_duplication
d11785,7,2,2_duplications
d11788,9,0,0_duplications (super-image complète)
d11794,8,1,1_duplication
d11798,7,2,2_duplications
d11801,9,0,0_duplications (super-image complète)
d11805,5,4,4_duplications
d11811,9,0,0_duplications (super-image complète)
d11813,5,4,4_duplications
d11817,4,5,5_duplications
d11819,7,2,2_duplications
d11822,5,4,4_duplications
d11828,8,1,1_duplication
d11830,5,4,4_duplications
d11834,8,1,1_duplication
d11837,6,3,3_duplications
d11843,7,2,2_duplications
d11848,7,2,2_duplications
d11850,8,1,1_duplication
d11852,9,0,0_duplications (super-image complète)
d11858,8,1,1_duplication
d11862,9,0,0_duplications (super-image complète)
d11863,9,0,0_duplications (super-image complète)
d11865,8,1,1_duplication
d11873,8,1,1_duplication
d11876,4,5,5_duplications
d11878,8,1,1_duplication
d11887,8,1,1_duplication
d11888,6,3,3_duplications
d11889,8,1,1_duplication
d11899,7,2,2_duplications
d11907,8,1,1_duplication
d11909,4,5,5_duplications
d11910,9,0,0_duplications (super-image complète)
d11913,9,0,0_duplications (super-image complète)
d11915,6,3,3_duplications
d11916,2,7,7_duplications
d11918,7,2,2_duplications
d11919,8,1,1_duplication
d11922,9,0,0_duplications (super-image complète)
d11926,8,1,1_duplication
d11929,7,2,2_duplications
d11931,6,3,3_duplications
d11934,4,5,5_duplications
d11938,7,2,2_duplications
d11943,8,1,1_duplication
d11944,5,4,4_duplications
d11948,9,0,0_duplications (super-image complète)
d11952,9,0,0_duplications (super-image complète)
d11955,9,0,0_duplications (super-image complète)
d11956,9,0,0_duplications (super-image complète)
d11958,9,0,0_duplications (super-image complète)
d11959,9,0,0_duplications (super-image complète)
d11960,9,0,0_duplications (super-image complète)
d11961,8,1,1_duplication
d11964,6,3,3_duplications
d11965,7,2,2_duplications
d11967,9,0,0_duplications (super-image complète)
d11974,9,0,0_duplications (super-image complète)
d11975,8,1,1_duplication
d11976,9,0,0_duplications (super-image complète)
d11982,5,4,4_duplications
d11986,4,5,5_duplications
d11988,8,1,1_duplication
d11991,7,2,2_duplications
d11992,6,3,3_duplications
d11996,9,0,0_duplications (super-image complète)
d11999,8,1,1_duplication
d12000,7,2,2_duplications
d12002,5,4,4_duplications
d12003,4,5,5_duplications
d12004,8,1,1_duplication
d12006,8,1,1_duplication
d12009,7,2,2_duplications
d12013,9,0,0_duplications (super-image complète)
d12019,6,3,3_duplications
d12021,8,1,1_duplication
d12025,8,1,1_duplication
d12027,5,4,4_duplications
d12030,9,0,0_duplications (super-image complète)
d12035,7,2,2_duplications
d12040,9,0,0_duplications (super-image complète)
d12041,9,0,0_duplications (super-image complète)
d12043,8,1,1_duplication
d12081,7,2,2_duplications
d12089,9,0,0_duplications (super-image complète)
d12091,6,3,3_duplications
d12115,8,1,1_duplication
d12122,6,3,3_duplications
d12123,6,3,3_duplications
d12125,7,2,2_duplications
d12135,2,7,7_duplications
d12136,3,6,6_duplications
d12149,9,0,0_duplications (super-image complète)
d12160,8,1,1_duplication
d12170,6,3,3_duplications
d12182,8,1,1_duplication
d12184,8,1,1_duplication
d12188,6,3,3_duplications
d12189,5,4,4_duplications
d12192,3,6,6_duplications
d12195,7,2,2_duplications
d12218,9,0,0_duplications (super-image complète)
d12220,9,0,0_duplications (super-image complète)
d12221,9,0,0_duplications (super-image complète)
d12225,4,5,5_duplications
d12226,6,3,3_duplications
d12230,8,1,1_duplication
d12232,6,3,3_duplications
d12234,7,2,2_duplications
d12239,5,4,4_duplications
d12245,8,1,1_duplication
d15001,7,2,2_duplications
d15002,7,2,2_duplications
d15003,9,0,0_duplications (super-image complète)
d15004,6,3,3_duplications
d15005,7,2,2_duplications
d15006,9,0,0_duplications (super-image complète)
d15007,9,0,0_duplications (super-image complète)
d15008,9,0,0_duplications (super-image complète)
d15009,9,0,0_duplications (super-image complète)
d15011,7,2,2_duplications
d15015,8,1,1_duplication
d15017,7,2,2_duplications
d15018,6,3,3_duplications
d15040,7,2,2_duplications
d15047,5,4,4_duplications
d15048,5,4,4_duplications
d15051,5,4,4_duplications
d15055,8,1,1_duplication
d15056,6,3,3_duplications
d15057,2,7,7_duplications
d15059,6,3,3_duplications
d15068,7,2,2_duplications
d15069,8,1,1_duplication
d15070,9,0,0_duplications (super-image complète)
d15073,9,0,0_duplications (super-image complète)
d15074,9,0,0_duplications (super-image complète)
d15075,4,5,5_duplications
d15076,9,0,0_duplications (super-image complète)
d15077,9,0,0_duplications (super-image complète)
d15083,8,1,1_duplication
d15084,9,0,0_duplications (super-image complète)
d15095,4,5,5_duplications
d15096,4,5,5_duplications
d15099,8,1,1_duplication
d15100,9,0,0_duplications (super-image complète)
d15101,9,0,0_duplications (super-image complète)
d15102,4,5,5_duplications
d15103,9,0,0_duplications (super-image complète)
d15104,9,0,0_duplications (super-image complète)
d15105,9,0,0_duplications (super-image complète)
d15107,9,0,0_duplications (super-image complète)
d15109,8,1,1_duplication
d15114,9,0,0_duplications (super-image complète)
d15117,8,1,1_duplication
d15118,2,7,7_duplications
d15125,9,0,0_duplications (super-image complète)
d15128,9,0,0_duplications (super-image complète)
d15131,8,1,1_duplication
d15132,6,3,3_duplications
d15133,9,0,0_duplications (super-image complète)
d15151,4,5,5_duplications
d15154,9,0,0_duplications (super-image complète)
d15158,9,0,0_duplications (super-image complète)
d15159,5,4,4_duplications
d15160,9,0,0_duplications (super-image complète)
d15163,1,8,8_duplications (9x la même photo)
d15164,4,5,5_duplications
d15165,9,0,0_duplications (super-image complète)
d15166,1,8,8_duplications (9x la même photo)
d15167,4,5,5_duplications
d15168,9,0,0_duplications (super-image complète)
d15169,7,2,2_duplications
d15172,5,4,4_duplications
d15173,7,2,2_duplications
d15174,9,0,0_duplications (super-image complète)
d15175,4,5,5_duplications
d15176,8,1,1_duplication
d15177,9,0,0_duplications (super-image complète)
d15178,5,4,4_duplications
d15179,7,2,2_duplications
d15180,8,1,1_duplication
d15181,7,2,2_duplications
d15182,5,4,4_duplications
d15183,7,2,2_duplications
d15184,5,4,4_duplications
d15185,8,1,1_duplication
d15188,6,3,3_duplications
d15190,9,0,0_duplications (super-image complète)
d15191,8,1,1_duplication
d15192,5,4,4_duplications
d15201,7,2,2_duplications
d15207,3,6,6_duplications
d15208,8,1,1_duplication
d15213,9,0,0_duplications (super-image complète)
d15214,8,1,1_duplication
d15219,6,3,3_duplications
d15220,9,0,0_duplications (super-image complète)
d15222,8,1,1_duplication
d15223,6,3,3_duplications
d15224,7,2,2_duplications
d15225,7,2,2_duplications
d15226,8,1,1_duplication
d15227,9,0,0_duplications (super-image complète)
d15228,8,1,1_duplication
d15230,9,0,0_duplications (super-image complète)
d15231,7,2,2_duplications
